2rq1rk1/ppp2ppp/2bb1n2/3p4/3PpB2/7P/PPP1NPP1/2RQ1RK1 w - - 2 13	0.359629
2rqr1k1/1pp2ppp/p1bb1n2/3p4/3PpB2/2P4P/PP2NPP1/2RQR1K1 w - - 0 15	0.360487
3rr1k1/1ppq1ppp/p1bb1n2/P2p4/3PpB2/2P4P/1P2NPP1/2RQR1K1 w - - 1 17	0.360487
3rr1k1/1pp2ppp/p1bb1nq1/P2p4/3PpB2/2P4P/1P1QNPP1/2R1R1K1 w - - 5 19	0.361350
3rr1k1/1p3ppp/p2p1nq1/Pb1p4/3Pp3/2P3NP/1P1Q1PP1/2R1R1K1 w - - 0 21	0.359201
3r2k1/1p3ppp/p2prnq1/P2p1N2/3PpQ2/2Pb3P/1P3PP1/2R1R1K1 w - - 4 23	0.373238
2r3k1/1p3pp1/p2prnqp/P2p1N2/1P1PpQ2/2Pb3P/5PP1/3RR1K1 w - - 1 25	0.370931
2r3k1/1p3p2/p2prnqp/P2p4/1P1PpQ2/2Pb3P/5PP1/2R1R1K1 w - - 2 27	0.322306
3rr1k1/1p3p2/p2p1nqp/P2p4/1P1PpQ2/2Pb3P/5PP1/2R1R1K1 w - - 6 29	0.322616
3rr1k1/1p3p2/p2p1n2/P2p2p1/1P1Pp3/2Pb3P/5PP1/3RR1K1 w - - 0 31	0.321690
2r1r3/1p3pk1/p2p1n2/P2p2p1/1P1Pp3/2PbR2P/5PP1/2R3K1 w - - 4 33	0.320622
r4bnr/pp2kppp/n1N1b3/3pN3/8/P7/1PPPPPPP/R1BQKBR1 b Q - 0 8	0.953287
r3kbnr/p4ppp/n1N1b3/3p4/4P3/P7/1PPP1PPP/R1BQKBR1 b Q - 0 10	0.952325
r3kbnr/p4ppp/2N5/1Bnb4/8/P7/1PPP1PPP/R1BQK1R1 b Q - 1 12	0.950683
r3kb1r/5ppp/p1N2n2/1Bnb4/2PP4/P7/1P3PPP/R1BQK1R1 b Q - 0 14	0.949220
r3k2r/5ppp/p1Nb1n2/1B1b4/2PPnB2/P4Q2/1P3PPP/R3K1R1 b Q - 4 16	0.951892
r3kr2/5ppp/2Nb1n2/1p1P4/3PnB2/P4Q2/1P3PPP/2KR2R1 b - - 2 18	0.953604
2r1kr2/5ppp/2N2n2/1p1PQ3/3Pn3/P7/1P3PPP/2KR2R1 b - - 2 20	0.999724
rnbqkbnr/p1p1ppp1/7p/1p1p4/3P4/N7/PPP1PPPP/R1BQKBNR w KQkq - 0 4	0.527081
r1bqkb1r/p1p1ppp1/2n2n1p/1N1p4/3P4/5N2/PPP1PPPP/R1BQKB1R w KQkq - 3 6	0.571969
r1bqk2r/p1p2pp1/2n2n1p/1N1pN3/1b1P1B2/8/PPP1PPPP/R2QKB1R w KQkq - 1 8	0.569382
r1bqk2r/p4pp1/2p2n1p/1N1pB3/1b1P4/2P5/PP2PPPP/R2QKB1R w KQkq - 0 10	0.666184
r2q1k1r/p1N2pp1/2p2n1p/3pBb2/1P1P4/8/PP2PPPP/R2QKB1R w KQ - 1 12	0.682210
q4k1r/p4p2/2p2p1p/3p1b2/1P1P4/8/PP2PPPP/R2QKB1R w KQ - 0 14	0.677073
q3r3/p4pk1/2p2p1p/3p1b2/1P1P4/4P3/PP3PPP/2RQKB1R w K - 1 16	0.680583
q7/p4pk1/2p2p1p/3p4/1P1Pr3/3QP3/PP3PPP/2R1K2R w K - 1 18	0.690136
8/p4pk1/2p2p1p/1q1p4/1P1Pr3/P2QP3/1P3PPP/2R2RK1 w - - 1 20	0.690136
8/p4pk1/2p1rp1p/3p4/1P1P4/P2RP3/1P3PPP/2R3K1 w - - 1 22	0.701236
8/p4p2/2r2pkp/3p4/1P1P4/P3P3/1P3PPP/2R3K1 w - - 0 24	0.700012
8/p4p2/R4p2/3p1k1p/1P1P4/P3P3/1P3PPP/6K1 w - - 0 26	0.713618
8/R4p2/4kp2/1P1p4/3P3p/P3P3/1P3PPP/6K1 w - - 1 28	0.720861
8/RPk2p2/5p2/3p4/3P3p/P3P3/1P3PPP/6K1 w - - 1 30	0.729107
8/1k3p2/5p2/R2p4/1P1P3p/P3P3/5PPP/6K1 w - - 0 32	0.711895
rnbqk1nr/pppp1ppp/4p3/2P5/8/4P3/P1PP1PPP/RNBQKBNR b KQkq - 0 3	0.347383
rnbq1rk1/pppp1ppp/4pn2/2P5/8/2N1PN2/P1PP1PPP/R1BQKB1R b KQ - 4 5	0.344720
r1bq1rk1/ppp2ppp/2n1pn2/2Pp4/8/2NBPN2/P1PP1PPP/R1BQ1RK1 b - - 1 7	0.349496
r2q1rk1/ppp2ppp/2n1bn2/2Ppp3/8/2NBPN2/PBPP1PPP/2RQ1RK1 b - - 3 9	0.285386
r2q1rk1/ppp2ppp/2n1Nn2/2Pp4/8/2NpP3/PBPP1PPP/2RQ1RK1 b - - 0 11	0.267471
r2q1rk1/ppp3pp/2n1pn2/2Pp4/3P4/2N1P3/PBQ2PPP/2R2RK1 b - - 0 13	0.274298
r4rk1/ppp3pp/2n1p3/2PN4/3P2nq/4P3/PBQ2PPP/3R1RK1 b - - 0 15	0.000276
rnb1kbnr/ppp1p1pp/3q4/5p2/3Pp1P1/4B3/PPP2P1P/RN1QKBNR b KQkq - 0 5	0.473846
rnb1kb1r/ppp1p1pp/3q1n2/8/2BPp1p1/2N1B3/PPP2P1P/R2QK1NR b KQkq - 3 7	0.464614
rn2kb1r/ppp1pbpp/3q1n2/3P4/2B1p1p1/2N1B3/PPP1NP1P/R2QK2R b KQkq - 2 9	0.476012
2kr1b1r/pppnpbpp/3q1n2/3P4/2B1p1p1/2N1B1N1/PPP2P1P/R2Q1RK1 b - - 6 11	0.475083
2kr1br1/pppnpbpp/3q4/3P4/2B1N1p1/4B3/PPP2P1P/R2Q1RK1 b - - 0 13	0.503437
2kr1br1/ppp1pbpp/6q1/3Pn3/2BQN1p1/4B3/PPP2P1P/R4RK1 b - - 4 15	0.288458
2kr1br1/ppp1pbpp/6q1/3P4/2Bn2p1/2N1B3/PPP2P1P/R4R1K b - - 1 17	0.282764
1k1r1br1/ppp1pbpp/6q1/3P4/2B3p1/2N1B3/PPn2P1P/3R1RK1 b - - 3 19	0.279207
1k1r1br1/ppp1pbpp/B5q1/3P4/8/2N1B3/PPn2K1P/3R1R2 b - - 0 21	0.261075
1k1r1b1r/ppp1pbpp/B4R2/3P4/8/2N1B1K1/PPn4P/3R4 b - - 0 23	0.290830
3r1b1r/kpp2bpp/5p2/3P4/8/2NB2K1/PPn4P/3R4 b - - 1 25	0.285796
3r3r/kpp2bpp/3b1p2/3P4/8/2NBn3/PP5P/3R2K1 b - - 5 27	0.267236
3r3r/kpp2bpp/5p2/2bP4/8/3B4/PP3N1P/6K1 b - - 2 29	0.268088
3r3r/kpp3pp/5p2/3b4/PP1b4/3B4/5N1P/6K1 b - - 0 31	0.267615
3rr3/kpp3pp/5p2/1B6/PP1b4/1b6/5N1P/5K2 b - - 4 33	0.263363
rnb1kbnr/p4ppp/8/1pp1pP2/2P1p3/3Q3P/PP4P1/RNB1KBNR b KQkq - 0 7	0.450957
rnb1kbnr/p4ppp/8/2p1pP2/2p1B3/7P/PP4P1/RNB1K1NR b KQkq - 1 9	0.519026
Bn2kb1r/p4ppp/5n2/2p1pb2/2p5/2N4P/PP4P1/R1B1K1NR b KQk - 1 11	0.546635
4kb1r/p2n1ppp/8/2pNpb2/2p5/7P/PP4P1/R1B1K1NR b KQk - 0 13	0.538748
4k2r/p2nbppp/8/2p1p3/2p1b3/4NN1P/PP4P1/R1B1K2R b KQk - 4 15	0.549944
4k2r/p2n1ppp/8/2p1p3/2p4b/4NP1P/PP2K3/R1B4R b k - 2 17	0.569382
4r1k1/p2n1ppp/8/2p1p3/2N4b/4BP1P/PP2K3/R6R b - - 2 19	0.588771
4r1k1/p4ppp/1n1N4/2p1p3/8/4BPbP/PP2K3/R2R4 b - - 6 21	0.615037
6k1/p4ppp/1n6/2p1pN2/8/4BPbP/PP2K3/3R4 b - - 0 23	0.677073
5k2/p4ppp/1n6/2B1p3/7N/5P1P/PP2K3/3R4 b - - 0 25	0.699447
4k3/p5Np/1n3p2/2B1p3/8/5P1P/PP2K3/3R4 b - - 0 27	0.710281
8/p6p/1n2kp2/2B1p3/8/4NP1P/PP2K3/3R4 b - - 4 29	0.709821
8/p2R1k1p/5p2/2B1p3/n7/4NP1P/PP2K3/8 b - - 8 31	0.708888
8/3R3p/5pk1/B3p3/n7/4NP1P/PP2K3/8 b - - 0 33	0.709729
8/3R3p/5pk1/4p3/nB6/4NP1P/P3K3/8 b - - 3 35	0.708127
rn1qkb1r/pppb2pp/7n/5p2/4P3/1P5P/P1P2PP1/RNB1KBNR b KQkq - 0 6	0.294537
rn2kb1r/pppb2pp/5q1n/8/4p3/1PN4P/P1P1NPP1/R1B1KB1R b KQkq - 3 8	0.300439
rn2k2r/pppb2pp/5q1n/3N4/4p3/1P5P/P1P1NbP1/R1BK1B1R b kq - 1 10	0.274400
Nn5r/pp1b1kpp/7n/8/4p3/1P5P/P1P1NbP1/q1BK1B1R b - - 0 12	0.268263
1n5r/ppNb1kpp/7n/8/5N2/1P2p2P/q1P2bP1/2BK1B1R b - - 1 14	0.281709
7r/ppNb2pp/2n2k1n/3N4/2B5/1P2p2P/q1P2bP1/2BK3R b - - 5 16	0.305652
5k1r/ppNb2pp/2n4n/8/2B2N2/1P2p2P/q1P2bP1/2BK1R2 b - - 9 18	0.281561
5k1r/pp1b2pp/4N2n/8/2B5/1P2p2P/q1P2bP1/2BK1R2 b - - 0 20	0.282308
5k1r/pp4pp/7n/3B4/8/1P2p2P/2P2bP1/1qBK1R2 b - - 2 22	0.282082
5k1r/p5pp/7n/8/1p2B3/1P2p2P/2P2bP1/1qBK1R2 b - - 1 24	0.278662
5k1r/p5pp/8/4n3/1p2B3/1P2B2P/2P1KbP1/1q3R2 b - - 0 26	0.301239
5k1r/p5pp/8/4n3/1p2B3/1P2b2P/2P1K1P1/8 b - - 1 28	0.302400
7r/p3k1pp/8/4n3/1p1bB3/1P5P/2P1K1P1/8 b - - 5 30	0.298326
2r5/p3k1p1/8/3Bn2p/1p1b4/1P5P/2PK2P1/8 b - - 3 32	0.292940
2r5/p3k1p1/8/3B4/1p1b3p/1P1n3P/2PK2P1/8 b - - 3 34	0.290924
rnb1kbnr/pppqpp2/6p1/3p4/3P1P1P/8/PPP1P1P1/RNB1KBNR w KQkq - 0 6	0.302635
r1b1kb1r/pppqpp2/2n2np1/3p4/3P1P1P/2N2N2/PPP1P1P1/R1B1KB1R w KQkq - 4 8	0.302989
r1b1k2r/ppp1ppb1/2n2np1/3p1q2/3P1P1P/2N1BN2/PPP1P1P1/2KR1B1R w kq - 8 10	0.308301
3rk2r/ppp1ppb1/2n1bnp1/3pNq2/3P1P1P/2N1B3/PPP1P1P1/1K1R1B1R w k - 12 12	0.305282
3r1kr1/ppN1ppb1/2n1bnp1/3pNq2/3P1P1P/4B3/PPP1P1P1/1K1R1B1R w - - 1 14	0.322616
3rk1r1/p3ppb1/2p1bnp1/3p1q2/3P1P1P/4B3/PPP1P1P1/1K1R1B1R w - - 0 16	0.276450
3rkr2/p3ppb1/2p1bnp1/3p4/3PqP1P/4B1PB/PPP1P3/1K1R3R w - - 3 18	0.278933
3rkr2/p3ppb1/2p2np1/3p4/3P1P1P/6qB/PPP1P3/1K1R3R w - - 0 20	0.269724
3rkr2/p3p1b1/2p2np1/3p4/3P3q/7B/PPP1P3/1K1R3R w - - 0 22	0.327560
5r2/p2rpkb1/2p2np1/3p4/3P3R/8/PPP1P3/1K1R4 w - - 0 24	0.326097
1r6/p2r1kb1/2p1pnp1/3p4/3P4/5R2/PPP1P3/1K1R4 w - - 0 26	0.325775
2r5/pr3kb1/2p1pnp1/3p4/3P4/1PR5/P1P1P3/1K1R4 w - - 1 28	0.324975
8/pr3kb1/4pnp1/2rp4/8/1P3R2/P1P1P3/1K1R4 w - - 0 30	0.321536
2r5/pr3k2/4pnpb/3p4/1P1R4/5R2/P1P1P3/1K6 w - - 1 32	0.320319
8/pr3k2/4pnp1/3p4/1P4R1/2r1b3/P1P1P3/1K3R2 w - - 5 34	0.313653
rn1qkb1r/pppb1ppp/7B/4P3/8/8/PPP2nPP/RN2KBNR w KQkq - 0 6	0.287234
rn2kb1r/pppb1ppp/7q/4P3/8/6P1/PPP2K1P/RN3BNR w kq - 0 8	0.287234
rn2kb1r/pppb1ppp/8/4P3/8/2N3P1/PqP3KP/R4BNR w kq - 0 10	0.273488
rn3b1r/ppNbkppp/8/4P3/8/6P1/P1P3KP/q4BNR w - - 1 12	0.273657
Nn3b1r/pp1bkppp/8/8/8/4qNP1/P1P3KP/5B1R w - - 2 14	0.284409
4kb1r/pp1b1ppp/2n5/3N4/8/4qNP1/P1P3KP/5B1R w - - 6 16	0.450356
4k2r/pp1b1ppp/8/2bN4/1n6/5NP1/P1P3KP/5B1R w - - 3 18	0.448258
4k2r/pp3ppp/4b3/8/1bB5/5NP1/P1P3KP/7R w - - 2 20	0.464920
7r/pp1k1ppp/8/8/1bN5/6P1/P1P3KP/7R w - - 1 22	0.471068
7r/1p3ppp/4k3/p7/1bN5/6P1/P1P3KP/1R6 w - - 0 24	0.476941
2r5/1R3ppp/4k3/p7/2N5/2b3P1/P5KP/8 w - - 1 26	0.465227
8/2r2ppp/1R1N4/p2k4/8/2b3P1/P5KP/8 w - - 5 28	0.466760
8/2r2ppp/1R1N4/p3k3/8/2b3P1/P5KP/8 w - - 9 30	0.465840
8/5ppp/R2N4/p3k3/3b4/6PP/P1r3K1/8 w - - 3 32	0.440536
8/5ppp/R2N4/p3k3/3b2K1/6PP/r7/8 w - - 0 34	0.449156
rnb1kb1r/pp1p1npp/8/4p3/3QP2q/7N/PPP2PPP/RNB1K2R b KQkq - 0 7	0.030974
r1b1kb1r/pp1p1npp/2n5/8/3pPB1q/7N/PPP2PPP/RN3RK1 b kq - 3 9	0.023099
r1b1k2r/pp1p2pp/2nn4/8/3pP2q/7N/PPPN1PPP/R4RK1 b kq - 1 11	0.023997
r1b2rk1/pp1p2pp/2n5/8/2Npn2q/7N/PPP2PPP/3R1RK1 b - - 3 13	0.011489
r4rk1/pp4pp/2n5/3p4/3pN2q/7b/PPP2PPP/3R1RK1 b - - 0 15	0.011489
r4rk1/pp4pp/2n3q1/3p4/3p4/7P/PPP2P1P/3R1R1K b - - 2 17	0.009285
r4rk1/pp4pp/2n5/3p4/3p4/7P/Pq3P1P/1R3RK1 b - - 1 19	0.010067
r4rk1/pR4pp/2n5/3p4/3p4/7q/P4P1P/4R1K1 b - - 1 21	0.008375
r4rk1/pR4pp/2n5/3p4/P7/7q/3p1P1P/3R2K1 b - - 1 23	0.001693
r4rk1/pR4pp/2n5/3p4/P7/8/3p1PKP/3q4 b - - 1 25	0.000276
rnb1kb1r/p1pp1ppp/4p2n/1p6/3P4/q3PN2/1PP2PPP/RN1QKB1R w KQkq - 0 6	0.402669
rnb1k2r/p1pp1ppp/4p2n/8/1p1P4/R3PN2/1PP2PPP/3QKB1R w Kkq - 0 8	0.398488
r1b1k2r/p1pp1ppp/2n1p3/2R2n2/1p1P4/4PN2/1PP2PPP/3QKB1R w Kkq - 4 10	0.399896
r4rk1/pbpp1ppp/2n1p3/2R2n2/1pBP4/4PN2/1PP2PPP/3Q1RK1 w - - 8 12	0.396655
3r1rk1/pbp2ppp/2n1p3/2Rp1n2/1p1P4/3BPN2/1PP2PPP/3QR1K1 w - - 2 14	0.389513
3r1rk1/2p2ppp/2b1p3/p2p1n2/1p1P4/2PBPN2/1P3PPP/3QR1K1 w - - 0 16	0.348177
3r1rk1/2p2ppp/2N1p3/p2p1n2/3P4/3BP3/1p3PPP/3QR1K1 w - - 0 18	0.349759
3r2k1/2p2p1p/4p1p1/p2p1n2/3P2Q1/3BP3/1p3PPP/4R1K1 w - - 0 20	0.366265
1r4k1/2p2p1p/4pQp1/3p1n2/p2P4/3BP3/1p3PPP/4R1K1 w - - 0 22	0.363057
1r4k1/2p2p1p/4pQp1/3p1n2/3P4/3BP2P/pp3PP1/3R2K1 w - - 0 24	0.261242
1r4k1/2p2p1p/q3pQp1/3p4/3P4/4P2P/1p3PP1/1B1R2K1 w - - 2 26	0.241566
1r5k/2p2p1p/4p1p1/3p4/3P4/4P2P/1pB1qPP1/3R2K1 w - - 0 28	0.016384
1r5k/2p2p2/4p1p1/3p4/3P4/4P2P/1p3PPK/3q4 w - - 0 30	0.001249
1r5k/2p2p2/6p1/3p4/4p3/7P/1p3PPK/3q4 w - - 0 32	0.000691
1r5k/2p2p2/6p1/3p4/4p2P/6P1/1p3q1K/8 w - - 0 34	0.000429
rnbqkb1r/ppp1pppp/3p1n2/8/8/3PB3/PPP1PPPP/RN1QKBNR w KQkq - 0 3	0.496875
r2qkb1r/ppp1pppp/2npbn2/8/8/2NPBN2/PPP1PPPP/R2QKB1R w KQkq - 4 5	0.500312
2rqkb1r/ppp1ppp1/2npbn1p/8/8/2NPBN1P/PPP1PPP1/2RQKB1R w Kk - 0 7	0.500000
2rqkb1r/ppp1ppp1/2n2n1p/3p1b2/3P1B2/2N2N1P/PPP1PPP1/2RQKB1R w Kk - 2 9	0.501875
2rqkbr1/ppp2pp1/2n1pn1p/3p1b2/3P1B2/2NBPN1P/PPP2PP1/2RQK2R w K - 2 11	0.525226
2rqkb1r/ppp2pp1/2n2n1p/3p1p2/3P1B2/2N1PN1P/PPP2PP1/2RQ1RK1 w - - 0 13	0.532933
2rqk2r/p1p2pp1/2pb1n1p/3p1p2/3P1B2/2N1P2P/PPP2PP1/2RQ1RK1 w - - 0 15	0.530781
2r1k2r/p1pq1pp1/2pb3p/3p1p2/3PnB2/2N1PQ1P/PPP2PP1/3R1RK1 w - - 4 17	0.525845
3rkr2/p1pq1pp1/2pb3p/3p1p1Q/3PnB2/2N1P2P/PPP2PP1/3RR1K1 w - - 8 19	0.522439
3rkr2/3q1pp1/2pp3p/p2p1p1Q/P2Pn3/2N1P2P/1PP2PP1/3RR1K1 w - - 0 21	0.522439
3rkr2/4qpp1/2pp3p/p2p3Q/P2Pp3/2P1P2P/1P3PP1/3RR1K1 w - - 1 23	0.522129
3rkr2/5ppQ/3p3p/p1pp2q1/P2Pp3/2P1P2P/1P3PP1/3RR1K1 w - - 0 25	0.515605
3rkr2/5ppQ/3p3p/p2q4/P2pp3/4P2P/1P3PP1/3RR1K1 w - - 0 27	0.554427
3rkr2/5p2/3p3Q/p2q4/P3p3/4P2P/1P1p1PP1/3RR1K1 w - - 0 29	0.581031
3rkr2/5p2/3p3Q/p7/P3p3/1q2P2P/1P1R1PP1/3R2K1 w - - 1 31	0.591760
rn1qkb1r/1p1bpppp/p4n2/2P5/5P2/1P6/P1PNPBPP/R3KBNR w KQkq - 4 9	0.063514
r2qkb1r/1p2pppp/p1n1bn2/2P5/4PP2/1P3N2/P1PN1BPP/R3KB1R w KQkq - 1 11	0.066194
2rqkb1r/1p2ppp1/p1n1bn1p/2P5/4PP2/1P1B1N2/P1PN1BPP/R4RK1 w k - 0 13	0.085752
2r1kb1r/1pq1ppp1/p1n1b2p/2P1P3/5Pn1/1P1B1N2/P1PN1BPP/4RRK1 w k - 1 15	0.087003
3rkb1r/1pq1ppp1/pNn1b2p/2P1P3/5P2/1P1B1N2/P1P2nPP/4RRK1 w k - 0 17	0.087724
4kb1r/1pq1ppp1/pN2b2p/2P1P3/3r1P2/1P1B4/P1P2RPP/4R1K1 w k - 0 19	0.092149
2q1kb1r/1p2ppp1/p6p/2PbPP2/3r4/1P1B4/P1P2RPP/4R1K1 w k - 1 21	0.032995
2q1kb1r/4ppp1/p6p/2P1PP2/2Prb3/1P6/P4RPP/4R1K1 w k - 1 23	0.017829
4kb1r/4ppp1/p3P2p/2q2P2/2P1b3/1P6/P2r1RPP/5RK1 w k - 2 25	0.012482
5b1r/4pkp1/p6p/2q2P2/2P1b1P1/1P6/r4R1P/5RK1 w - - 0 27	0.010650
5b1r/4pkp1/p6p/5P2/2P1b1P1/1P2q2P/5r1K/5R2 w - - 0 29	0.000276
rnbqkb1r/1pp3pp/4pn2/p7/3Q1P2/8/PPP1PKPP/RNB2BNR b kq - 0 7	0.297891
rnb1kb1r/1pp3pp/4p3/p7/3qnP2/4PK2/PPP3PP/RNB2BNR b kq - 2 9	0.291301
rnb1kb1r/1pp3pp/4p3/p7/4nP2/2N1PK2/PPq1N1PP/R1B2B1R b kq - 1 11	0.303944
rnb1kb1r/1pp3pp/4pnq1/p7/2BN1P2/2N1PK2/PP4PP/R1B4R b kq - 5 13	0.306148
rnb4r/1pp2kpp/3bpnq1/p7/2BNPP2/2N2K2/PP4PP/R1BR4 b - - 0 15	0.282841
rn1qkbnr/ppp2ppp/3p4/4Q1B1/5P2/8/PPP1P2P/RN2KBNb b Qkq - 0 7	0.300213
rn1k1bnr/ppp2ppp/8/4P3/8/8/PPP1P2P/RN2KBNb b Q - 0 9	0.289628
r2k2nr/pppn1ppp/8/2b1P3/8/2N2N2/PPP1P2P/R3KB1b b Q - 4 11	0.289994
r2k2nr/ppp2ppp/8/2b1n3/8/2N2P2/PPP4P/2KR1B2 b - - 1 13	0.295252
r1k3nr/ppp3pp/8/2b1nB2/8/2N2P2/PPP4P/2KR4 b - - 0 15	0.387440
r1k3nr/pppR2pp/8/5B2/8/2N1bP2/PPP4P/1K6 b - - 2 17	0.382270
rk5r/pppR2pp/7n/3N4/8/4bP1B/PPP4P/1K6 b - - 6 19	0.399979
rk4r1/ppNR2pp/4B2n/8/8/4bP2/PPP4P/1K6 b - - 2 21	0.468604
k4r2/pp4Rp/4B2n/8/8/4bP2/PPP4P/1K6 b - - 0 23	0.468604
k7/pp4Rp/7n/8/2B4P/4b3/PPP2r2/1K6 b - - 0 25	0.453063
k7/pB4Rp/7n/8/7r/4b3/PPP5/1K6 b - - 0 27	0.473228
1k6/pB6/8/5n2/7R/4b3/PPP5/1K6 b - - 0 29	0.478491
8/p1k5/8/8/2P1B2n/4b3/PP6/1K6 b - - 0 31	0.471993
8/p7/3k4/2P5/1P1bB2n/8/P7/1K6 b - - 0 33	0.475083
8/p7/2B5/2P1kn2/1P1b4/8/P1K5/8 b - - 4 35	0.460643
r1bqkbnr/p1pp1ppp/n7/4p3/8/P2Q3P/1P2PPP1/RNB1KBNR w KQkq - 0 6	0.262178
r1bqkbnr/p1pp1ppp/8/2n2Q2/4p3/P4N1P/1P2PPP1/RNB1KB1R w KQkq - 0 8	0.244376
r1bqkbr1/p1pp1ppp/5n2/2n1NQB1/4p3/P6P/1P2PPP1/RN2KB1R w KQq - 4 10	0.254375
r1bqkb1r/p1pp1p1p/5n1p/2n1NQ2/4p3/P1N4P/1P2PPP1/R3KB1R w KQq - 0 12	0.168689
r2qk2r/pbpp1p1p/3b1n1p/2n1NQ2/4p3/P1N1P2P/1P3PP1/3RKB1R w Kq - 1 14	0.168410
r2qk3/pbpp1p1r/3b1n1p/8/4p1N1/P1NnP2P/1P3PP1/3RKB1R w Kq - 2 16	0.021865
r2qk3/pbpp1p1r/3b3p/8/6n1/P1NpP2P/1P3PP1/3R1RK1 w q - 0 18	0.023321
r2qk3/pbpp1p2/3b3p/8/6r1/P1NRP3/1P3PP1/5RK1 w q - 0 20	0.024458
r3k3/pbpp1p2/3b3p/3N4/6r1/P2RP3/1P3PPq/3R2K1 w q - 4 22	0.015273
r7/pbppkp2/3b1N1p/8/8/P2RP3/1P3Prq/3R1K2 w - - 2 24	0.008520
rnb1k1nr/ppp3pp/3p4/4p3/1QP1N3/8/PP3PPP/R1BK1BNR b kq - 1 8	0.972334
r1b1k2r/ppp3pp/2np1N2/4p3/2P5/1Q6/PP3PPP/R1BK1BNR b kq - 0 10	0.973235
r1b2rk1/ppp4p/2np1p2/4p3/2P5/1Q1B1N2/PP3PPP/R1BK3R b - - 3 12	0.972465
r1b2rk1/ppp4p/3p1p2/8/2Pp4/1Q1B4/PP3PPP/R1BKR3 b - - 1 14	0.974474
1r3rk1/ppp4p/3p1p2/8/2Pp1Bb1/1Q1B4/PPK2PPP/R3R3 b - - 5 16	0.979006
