0	r3k1n1/ppp2pbr/2n5/4q3/2P5/4P3/PP3P1P/R1B1KR2 w Qq - 0 13	0.0
2	1n1qkbnr/1p3ppp/8/4r3/6bP/4B3/P1P1PPP1/RN2KBN1 w Qk - 2 12	0.0
2	1n2kbnr/qp3ppp/8/3r4/7P/5N2/P1PNBPP1/R3K3 w Qk - 2 16	0.0
2	1n2k1n1/qp3ppr/8/3r4/1b5P/5N2/P1PN1PP1/R3K3 w Q - 0 18	0.0
3	r1b2r2/ppp3pk/2n1p3/2b5/2P3n1/2N2N2/PP1B1PPP/R2Q1RK1 w - - 0 11	1.0
4	Nn5r/p2kp2p/6pn/1p6/1P6/5N1P/P1PP1P2/b1B1K2R b K - 1 14	0.5
4	8/p2k4/4p1p1/1P2B2p/2p5/7P/P1n2P2/6K1 b - - 0 26	0.5
4	8/p2k4/4p1p1/1n2B2p/P1p5/7P/5PK1/8 b - - 0 28	0.5
4	8/3k4/3np1p1/p6p/P1p5/2B4P/5PK1/8 b - - 1 30	0.5
6	8/3k4/3p4/2pBn3/2P4Q/p1P1P3/P3K3/3RR3 w - - 1 36	0.5
11	r3k2r/ppp2ppp/3b1n2/4p1B1/2Qn4/3B3N/PP3PP1/RN3RK1 b kq - 8 11	1.0
11	r3k2r/ppp2p1p/3b1p2/8/3Q1p2/2NB4/PP3PP1/R4RK1 b q - 0 15	1.0
11	r3k3/ppp2p1p/3b1Q2/8/5p2/2NB4/PP3PK1/R4R2 b q - 0 17	1.0
11	6k1/pp3p2/3p3R/3N1B2/5p2/8/PP3PK1/8 b - - 2 25	1.0
11	8/p4pk1/1p1R4/3N1B2/5p2/5K2/PP3P2/8 b - - 2 27	1.0
11	R7/p4p2/7k/1p1N1B2/1P3K2/8/P4P2/8 b - - 2 31	1.0
11	6k1/R2B1p2/8/1p1N4/1P3K2/8/P4P2/8 b - - 2 33	1.0
11	8/R2B1p2/5K1k/1p1N4/1P6/8/P4P2/8 b - - 6 35	1.0
12	r3k1n1/p1p3p1/2nb4/1p1p1b2/3P3q/1PP1P3/PB3PPP/RN1Q1RK1 w q - 0 13	0.0
13	rk3b1r/p1p3pp/1p3q2/3P4/8/8/PPP2PPP/RNB1K1NR w KQ - 0 12	0.5
13	r7/1kp3Bp/pp6/3P4/8/1P6/P1P1r1PP/RK6 w - - 1 24	0.5
13	8/1k6/1p1B4/p7/7p/1Pr5/P1P3rP/1KR5 w - - 0 32	0.5
14	r3kb1r/ppBb2pp/2nPpn2/5p2/3P4/2N2N2/PPP2PPP/R2QKB1R w KQkq - 1 10	1.0
15	3r3r/ppp2p1p/n5k1/8/2B5/2P1PNN1/PP4PP/R3K2R b KQ - 0 18	0.5
15	4r2k/pppR1p1p/4n3/5N2/2B5/2P1P3/PP3KPP/R7 b - - 1 26	0.5
