0	r1bq1rk1/pppp3p/3b1p2/3N2p1/3P1p2/7P/PPQP1PP1/R1B2RK1 b - - 1 13	0.5
0	r6k/ppp5/7p/3P4/3P1B2/5pr1/PP6/R4R1K b - - 1 27	0.5
1	4kb1r/2pbpppp/8/1p1P4/2pKN2P/4P3/6r1/8 b k - 0 21	0.0
1	4kb1r/2pbpppp/8/3PK2P/1pp1N3/4P3/2r5/8 b k - 1 23	0.0
1	4kb1r/2p1pppp/8/1b1PK2P/1p2N3/2p1P3/2r5/8 b k - 3 25	0.0
2	r1bnk2r/pp1p1pp1/7p/8/2BPp3/4P3/PPP3Pb/R1K4n b kq - 1 17	0.5
2	r1bnk2r/pp1p1pp1/3b3p/3P4/2B1p3/4P3/PPP2nP1/1RK5 b kq - 0 19	0.5
2	r1bn1rk1/p2p1pp1/1p1P3p/8/1P6/3pP3/PP1K2P1/5R2 b - - 0 27	0.5
2	r1b2rk1/p2p1pp1/1p1P3p/1Pn5/1P6/3pP3/P2K2P1/5R2 b - - 0 29	0.5
3	6k1/1p3pp1/pP1r3p/3P4/2P2p2/7P/1Pr2P1P/3R1K2 w - - 3 30	0.5
3	6k1/1p3pp1/pP1r3p/3P4/1Pr2p2/7P/5P1P/3R1K2 w - - 1 32	0.5
4	rnbk3r/ppp2ppp/3np3/6N1/5B2/2P5/P1P1PPPP/R3KB1R b KQ - 2 9	0.5
4	r1k3r1/pppb1pp1/2n1p3/6p1/8/2P1B3/P1P1PPPP/3RKB1R b K - 9 15	0.5
4	r1k5/pppbnpp1/8/4r3/4p2P/2P1B3/P1P1PPB1/3R1RK1 b - - 2 23	0.5
4	2k1r3/1ppb1p2/5B2/2P5/r3p2P/p3P3/P1P2PK1/3RR3 b - - 0 31	0.5
9	r1bqk3/ppp2ppr/5n2/2b5/P3P3/3B4/1PP2PPP/RNB1K2R w KQ - 0 10	0.5
9	r1bqk3/p1p2ppr/p7/2b5/P3n3/8/1PP2PPP/RNB1K1R1 w Q - 0 12	0.5
9	r1b1k3/p1p2pp1/p7/2b5/P7/2P1P3/2P3Pr/R3K1R1 w Q - 0 16	0.5
9	3rk3/p1p2pp1/p7/2b2b2/P7/2P1P3/2P1K1Pr/R5R1 w - - 4 18	0.5
9	4k3/p1p2pp1/p7/5b2/P7/2P2K2/2Pb4/R7 w - - 2 24	0.5
9	4k3/p1p2pp1/p7/5b2/P2b4/5K2/2P5/2R5 w - - 2 26	0.5
9	8/p2k1pp1/p7/2p2b2/P2b4/5K2/2P5/4R3 w - - 2 28	0.5
9	8/p3kp2/p3b3/P1p5/2P3p1/8/3b3K/2R5 w - - 8 34	0.5
11	6k1/R7/6p1/1P2p1N1/7P/2r5/P5PK/8 w - - 0 33	0.5
11	R7/6k1/1P4p1/4p1N1/2r4P/8/P5PK/8 w - - 3 35	0.5
12	Q1bqkr2/R2pn1pp/5p2/1B6/4P3/5N1P/1PP2PP1/1NB1K2R b K - 2 13	1.0
13	r2qkb1r/ppp1nppp/2n5/3p1b2/8/1PN1BN2/P3PPPP/R2QKB1R b KQkq - 3 8	0.5
14	3r4/2p2ppk/1p5p/3p2qP/p2P4/P3RPP1/1P6/3R2K1 w - - 1 27	0.5
14	3r4/2p2ppk/1p5p/3p1q2/p2P4/P3RPP1/1P4K1/3R4 w - - 2 29	0.5
16	r4rk1/pp2pp1p/2n1bnp1/8/1P6/5NP1/P1PBPPBP/RN3RK1 w - - 7 12	0.5
16	3r1rk1/1p2pp1p/2n1b1p1/8/1P2n3/4BNP1/P1P1PPBP/R4RK1 w - - 2 16	0.5
17	8/ppk2B1p/2n5/4p3/1b6/1P2PP1P/n1P2P2/5K2 w - - 0 23	0.5
17	8/ppk4B/2n5/3np3/1b6/1P2PP1P/2P2P2/5K2 w - - 1 25	0.5
17	8/ppk5/8/3n4/1b5P/1PnBP3/2P2P2/5K2 w - - 6 33	0.5
17	5b2/ppk5/8/7P/4Pn2/1PnB4/2P2P2/5K2 w - - 1 35	0.5
18	rn2k2r/pp4pp/2p1pn2/8/8/1P3N2/P1PN1PPP/R3K2R w KQkq - 1 12	0.5
21	r1bq1b1r/p1ppk2p/1pn2p2/7Q/P1B5/2N5/1PPP1PPP/R1B1K2R b KQ - 3 9	0.5
21	r1bq4/p1pp3Q/1pn2p2/4k3/P1B1N3/8/1PPP1PPP/R1B1K2R b KQ - 0 15	0.5
21	r1b5/p1pp4/1pn2Q2/8/P1B1k3/8/1PPP1PPP/R1B1K2R b KQ - 0 17	0.5
21	r1b5/p1pp4/1p6/8/P1Bk4/3P4/1PP2PPP/R1B1K2R b KQ - 0 19	0.5
21	8/p1Bb1k2/1p6/3p4/3P4/1P1B4/2P2PPP/4R1K1 b - - 0 29	0.5
21	8/5k2/1B2b3/p2p4/3P4/1P1B4/2P2PPP/4R1K1 b - - 0 31	0.5
21	8/8/1B2Bk2/p2p4/3P4/1P6/2P2PPP/4R1K1 b - - 0 33	0.5
22	4r1k1/p7/6p1/P1p1p3/2P3P1/1P1pNq1P/3P1P2/4RRK1 w - - 2 31	0.5
23	8/kp5B/p7/4R3/2b5/2P2pP1/1P6/6K1 w - - 1 36	0.5
24	r3k2r/pp3ppp/2p5/3p4/3Pn1b1/4R3/PP6/RK6 b kq - 3 30	0.5
24	4rrk1/pp3ppp/2p5/3p4/P2Pn1b1/8/1P6/RK2R3 b - - 0 32	0.5
30	rn2kbB1/1pp3pp/5p2/p4b2/4p3/2N1BpP1/PPP4P/R3K1NR b KQq - 3 11	0.5
30	r3k3/2p3pp/2p2p2/p4b2/4p3/2N1BpP1/PPP5/2KR2NR b q - 0 15	0.5
30	3k4/2p3pp/2p2p2/p4b2/4p2R/2N1BpP1/PPP5/2K3N1 b - - 1 17	0.5
30	3k4/2p4p/2p2pbR/p5p1/4p3/2N1BpPN/PPP5/2K5 b - - 3 19	0.5
31	8/pppk4/4p3/6Bp/2pP4/7P/PPP1K1P1/5R2 b - - 1 26	0.5
31	8/ppp1R3/1k2p3/6Bp/2pP4/7P/PPP1K1P1/8 b - - 5 28	0.5
31	3B4/1pp5/4R3/pk5p/2pP4/7P/PPP1K1P1/8 b - - 2 30	0.5
31	3B4/1pp5/8/p6p/2kP4/2P1R2P/P1P1K1P1/8 b - - 2 32	0.5
34	1k1r4/1pp2RQ1/7p/p7/7P/5P2/PP4P1/2R3K1 b - - 0 29	1.0
34	k2r4/1pR5/7Q/p7/7P/5P2/PP4P1/2R3K1 b - - 0 31	1.0
35	2rqkb1r/pp3ppp/2p1pn2/3p4/3P1B2/2NQ1N2/PPP2PPP/R4RK1 b k - 0 10	0.5
35	2r1kr2/pp2qppp/2p1pn2/3pB3/P2P4/2NQ4/1PP2PPP/4RRK1 b - - 0 14	0.5
35	3rkr2/pp2qpp1/2p1pn1p/P2pB3/3P4/2N3Q1/1PP2PPP/4RRK1 b - - 1 16	0.5
35	7R/ppk2p2/2p1p3/P2pR3/3r4/2N5/1PP2PPP/6K1 b - - 1 30	0.5
35	8/ppk2p1R/2p1p3/P2pR3/3r4/2N5/1PP2PPP/6K1 b - - 5 32	0.5
36	2rq1rk1/p2n1ppp/2p5/1p1p4/1Q1P4/4P1B1/PPP3KP/2R2R2 b - - 1 17	0.5
37	2r1kr2/2p2b2/p1R5/1p3p2/1P1Pp2P/P3P2P/4Q2K/4R3 b - - 0 32	0.5
40	8/p1p2pkp/6rp/4P3/1b2KP2/8/b6P/3r4 b - - 1 34	0.0
41	1r2k2r/ppp3p1/3b1n2/5p1p/2B5/2N1BN2/RPP2PP1/4K2R b Kk - 2 14	0.5
41	4rk1r/1pp3p1/p7/3BnpBp/8/2N5/1PP2PP1/R3R1K1 b - - 1 20	0.5
41	4rk1r/1p4p1/p1p5/4npB1/7p/1BN5/1PP2PP1/3RR1K1 b - - 1 22	0.5
41	1k6/1p4R1/p1p5/8/7r/1BN5/1PP2PK1/8 b - - 0 32	0.5
42	2kr4/ppp5/4pnN1/7p/7P/8/PPPb2P1/R6K w - - 2 22	0.5
42	1k1r4/ppp1N3/4p3/7p/4n2P/8/PPPb2P1/5R1K w - - 6 24	0.5
42	1k1r4/ppp1NR2/4p3/7p/3bn2P/8/PPP3PK/8 w - - 10 26	0.5
42	1k6/ppp1N3/4p3/7p/4n2P/2P5/PP4PK/5r2 w - - 0 30	0.5
42	1k6/ppp1N3/4p3/7p/1PP1n2P/8/r5PK/8 w - - 0 32	0.5
43	5r2/3n3k/1p1p4/6q1/3P4/8/PPP1Kn2/8 b - - 1 27	0.0
44	r3r3/1pp2kpp/p7/3RP3/6b1/1PN1pN2/1P4PP/4K2R w K - 4 18	0.5
44	5k2/1p6/p6p/8/8/1P6/1P4PP/6K1 w - - 0 32	0.5
44	8/1p3k2/p7/7p/8/1P2K3/1P4PP/8 w - - 0 34	0.5
44	8/1p6/p4k2/8/4K2p/1P6/1P4PP/8 w - - 0 36	0.5
46	3rkr2/p3np2/2n2b1p/8/4P1Q1/2N2N2/PP1P1PPP/R1B1K2R w KQ - 6 14	1.0
47	r1bqkb1Q/pp1p4/n4np1/2p1p3/8/P4N2/1PPP1PPP/RNB1K2R b KQq - 2 8	0.5
47	r2qkb1Q/pp6/n2pbnp1/2p1p3/8/P1N2N2/1PPP1PPP/R1B2RK1 b q - 3 10	0.5
47	2rqkb1Q/ppn5/3pbnp1/2p1p1N1/8/P1NP4/1PP2PPP/R1B2RK1 b - - 0 12	0.5
47	2rq1b1Q/ppnk4/3p2p1/2p1p3/4N3/P3B3/1PP2PPP/R4RK1 b - - 0 16	0.5
47	3r4/ppnk2b1/3p2p1/2p1p3/4N3/P3B3/1PP2PPP/3R1RK1 b - - 1 18	0.5
